PhraseId	SentenceId	Phrase	Sentiment
29248	1354	detriment much cinematic collage polemical tract	2
29249	1354	detriment much cinematic collage	1
29251	1354	detriment much	1
29256	1354	detriment	2
29259	1354	cinematic collage	2
29260	1354	collage	2
29263	1354	polemical tract	1
29264	1354	polemical	2
29265	1354	tract	2
29266	1355	perhaps grossest movie ever made	0
29267	1355	perhaps grossest movie	0
29269	1355	grossest movie	0
29270	1355	grossest	1
29272	1356	good job establishing time place telling fascinating character 's story	3
29273	1356	good job	3
29274	1356	establishing time place telling fascinating character 's story	3
29276	1356	establishing time place	2
29277	1356	establishing	2
29279	1356	time place	2
29280	1356	time	2
29283	1356	telling fascinating character 's story	3
29284	1356	fascinating character 's story	4
29286	1356	fascinating character 's	3
29287	1357	fact n't even seem like tried	0
29288	1357	fact	2
29292	1357	n't even seem like tried	1
29293	1357	n't even	2
29294	1357	seem like tried	2
29295	1357	like tried	2
29297	1357	tried	2
29299	1358	spare yet audacious	2
29300	1358	yet audacious	2
29301	1359	three excellent principal singers youthful good-looking diva tenor richly handsome locations 's enough make wish jacquot left well enough alone filmed opera without distortions perspective	2
29303	1359	three excellent principal singers youthful good-looking diva tenor richly handsome locations	4
29305	1359	three excellent principal singers	3
29306	1359	excellent principal singers	4
29307	1359	principal singers	2
29308	1359	principal	2
29309	1359	singers	2
29310	1359	youthful good-looking diva tenor richly handsome locations	4
29313	1359	youthful good-looking diva	3
29314	1359	youthful good-looking	3
29315	1359	youthful	2
29316	1359	tenor richly handsome locations	3
29318	1359	tenor	2
29319	1359	richly handsome locations	3
29320	1359	richly	3
29321	1359	handsome locations	3
29325	1359	's enough make wish jacquot left well enough alone filmed opera without distortions perspective	1
29326	1359	enough make wish jacquot left well enough alone filmed opera without distortions perspective	1
29328	1359	make wish jacquot left well enough alone filmed opera without distortions perspective	1
29330	1359	wish jacquot left well enough alone filmed opera without distortions perspective	1
29331	1359	jacquot left well enough alone filmed opera without distortions perspective	1
29333	1359	left well enough alone filmed opera without distortions perspective	2
29336	1359	left well enough alone	2
29337	1359	well enough alone	2
29338	1359	enough alone	2
29339	1359	filmed opera without distortions perspective	2
29340	1359	filmed opera	2
29341	1359	opera	2
29342	1359	without distortions perspective	2
29343	1359	distortions perspective	2
29346	1359	distortions	1
29347	1359	perspective	2
29348	1360	several scenes tacky nonsense 'll wistful testosterone-charged wizardry jerry bruckheimer productions especially half past dead like rock wal-mart budget	0
29350	1360	several scenes tacky nonsense	1
29351	1360	several scenes	2
29354	1360	tacky nonsense	1
29355	1360	tacky	2
29356	1360	nonsense	1
29360	1360	'll wistful testosterone-charged wizardry jerry bruckheimer productions especially half past dead like rock wal-mart budget	1
29361	1360	wistful testosterone-charged wizardry jerry bruckheimer productions especially half past dead like rock wal-mart budget	2
29363	1360	wistful testosterone-charged wizardry jerry bruckheimer productions	2
29365	1360	wistful	2
29367	1360	testosterone-charged wizardry jerry bruckheimer productions	3
29369	1360	testosterone-charged wizardry	2
29370	1360	testosterone-charged	2
29371	1360	wizardry	2
29373	1360	jerry bruckheimer productions	2
29374	1360	bruckheimer productions	2
29375	1360	especially half past dead like rock wal-mart budget	0
29377	1360	half past dead like rock wal-mart budget	0
29378	1360	half past dead	2
29379	1360	past dead	2
29381	1360	like rock wal-mart budget	1
29382	1360	rock wal-mart budget	1
29385	1360	wal-mart budget	1
29386	1360	wal-mart	2
29388	1361	could n't someone take rob schneider switch bodies funny person	0
29389	1361	could n't someone	2
29390	1361	take rob schneider switch bodies funny person	2
29392	1361	take rob schneider	2
29395	1361	switch bodies funny person	2
29396	1361	switch bodies	2
29399	1361	funny person	2
29400	1362	formuliac fun	3
29401	1362	formuliac	1
29404	1362	fun	3
29405	1363	might acceptable printed page iles ' book translate well screen	0
29407	1363	might acceptable printed page iles ' book	2
29410	1363	acceptable printed page iles ' book	2
29412	1363	printed page iles ' book	2
29414	1363	printed page	2
29415	1363	printed	2
29416	1363	page	2
29418	1363	iles ' book	2
29419	1363	iles '	2
29420	1363	iles	3
29424	1363	translate well screen	3
29425	1363	screen	2
29426	1364	sight spaceship launching pad duly impressive imax dimensions shots astronauts floating cabins	3
29427	1364	sight spaceship launching pad	2
29429	1364	sight	2
29431	1364	spaceship launching pad	2
29433	1364	spaceship	2
29436	1364	launching pad	2
29437	1364	launching	2
29438	1364	pad	2
29440	1364	duly impressive imax dimensions shots astronauts floating cabins	3
29443	1364	duly impressive imax dimensions	3
29444	1364	duly	2
29445	1364	impressive imax dimensions	4
29447	1364	imax dimensions	2
29448	1364	dimensions	2
29451	1364	shots astronauts floating cabins	2
29453	1364	astronauts floating cabins	2
29455	1364	astronauts	2
29456	1364	floating cabins	2
29457	1364	floating	2
29460	1364	cabins	2
29461	1365	hannibal would say yes 's like old friend dinner '	3
29463	1365	hannibal would say	2
29464	1365	hannibal	2
29465	1365	would say	2
29467	1365	yes 's like old friend dinner '	3
29472	1365	's like old friend dinner '	3
29473	1365	like old friend dinner '	3
29474	1365	old friend dinner '	3
29477	1365	old friend	2
29478	1365	friend	3
29480	1365	dinner '	2
29481	1365	dinner	2
29482	1366	williams absolutely nails sy 's queasy infatuation overall strangeness	3
29483	1366	absolutely nails sy 's queasy infatuation overall strangeness	2
29485	1366	nails sy 's queasy infatuation overall strangeness	1
29486	1366	nails	2
29487	1366	sy 's queasy infatuation overall strangeness	2
29488	1366	sy 's	2
29489	1366	queasy infatuation overall strangeness	1
29490	1366	queasy	1
29491	1366	infatuation overall strangeness	2
29492	1366	infatuation	3
29494	1366	overall strangeness	2
29496	1367	paul bettany good ultra-violent gangster wannabe movie certainly number	2
29499	1367	paul bettany good ultra-violent gangster wannabe	3
29501	1367	good ultra-violent gangster wannabe	3
29505	1367	ultra-violent gangster wannabe	1
29506	1367	ultra-violent	1
29507	1367	gangster wannabe	2
29508	1367	wannabe	1
29509	1367	movie certainly number	1
29510	1367	certainly number	2
29511	1367	certainly	2
29513	1367	number	3
29515	1368	kind movie need watch thirty seconds say ah yes bad bad bad movie '	0
29517	1368	kind movie need watch thirty seconds say ah yes bad bad bad movie	0
29521	1368	kind movie need watch thirty seconds say ah yes	2
29523	1368	kind movie	2
29527	1368	need watch thirty seconds say ah yes	2
29529	1368	watch thirty seconds say ah yes	2
29532	1368	watch thirty seconds say	1
29533	1368	watch thirty seconds	2
29536	1368	thirty seconds	2
29537	1368	thirty	2
29540	1368	say	2
29545	1368	bad bad bad movie	1
29547	1368	bad bad movie	0
29549	1368	bad movie	0
29550	1369	personally 'd rather watch animal planet	0
29551	1369	personally	2
29555	1369	'd rather watch animal planet	1
29556	1369	watch animal planet	2
29557	1369	watch	2
29560	1369	animal planet	2
29561	1370	lively appeal last kiss lies ease integrates thoughtfulness pasta-fagioli comedy	4
29562	1370	lively appeal last kiss	3
29564	1370	lively appeal	2
29565	1370	last kiss	2
29567	1370	lies ease integrates thoughtfulness pasta-fagioli comedy	3
29568	1370	lies	2
29570	1370	ease integrates thoughtfulness pasta-fagioli comedy	3
29572	1370	ease	2
29576	1370	integrates thoughtfulness pasta-fagioli comedy	3
29577	1370	integrates	2
29578	1370	thoughtfulness pasta-fagioli comedy	2
29580	1370	pasta-fagioli comedy	2
29581	1370	pasta-fagioli	2
29583	1371	annoying orgy excess exploitation point goes nowhere	0
29584	1371	annoying orgy excess exploitation	1
29586	1371	annoying orgy	1
29587	1371	orgy	1
29589	1371	excess exploitation	2
29591	1371	excess	2
29592	1371	exploitation	1
29594	1371	point goes nowhere	0
29596	1371	point	1
29598	1372	deeply spiritual film taps meaning consolation afterlife communications	3
29600	1372	spiritual film taps meaning consolation afterlife communications	3
29601	1372	spiritual film taps	3
29602	1372	film taps	2
29603	1372	taps	2
29605	1372	meaning consolation afterlife communications	2
29607	1372	meaning consolation	2
29608	1372	meaning	2
29610	1372	afterlife communications	2
29611	1372	afterlife	3
29612	1372	communications	2
29617	1373	two signs night shyamalan 's debut feature sucked give mystic genres cinema unbreakable signs	1
29619	1373	two signs night shyamalan 's debut feature sucked give mystic genres cinema	1
29620	1373	two signs	2
29622	1373	night shyamalan 's debut feature sucked give mystic genres cinema	1
29623	1373	night shyamalan 's debut feature	2
29626	1373	night shyamalan 's	2
29627	1373	shyamalan 's	2
29628	1373	debut feature	2
29629	1373	sucked give mystic genres cinema	2
29631	1373	sucked	0
29636	1373	give mystic genres cinema	2
29638	1373	mystic genres cinema	2
29640	1373	mystic genres	2
29641	1373	mystic	3
29642	1373	genres	2
29643	1373	unbreakable signs	2
29645	1373	unbreakable	3
29646	1374	filmmakers try balance pointed often incisive satire unabashed sweetness results sometimes bracing sometimes baffling quite often unexpected ways touching	3
29648	1374	try balance pointed often incisive satire unabashed sweetness results sometimes bracing sometimes baffling quite often unexpected ways touching	3
29650	1374	balance pointed often incisive satire unabashed sweetness results sometimes bracing sometimes baffling quite often unexpected ways touching	4
29652	1374	balance pointed often incisive satire unabashed sweetness	3
29653	1374	pointed often incisive satire unabashed sweetness	3
29655	1374	often incisive satire unabashed sweetness	3
29656	1374	often incisive	2
29657	1374	incisive	2
29658	1374	satire unabashed sweetness	3
29660	1374	unabashed sweetness	3
29661	1374	unabashed	2
29662	1374	results sometimes bracing sometimes baffling quite often unexpected ways touching	4
29666	1374	results sometimes bracing sometimes baffling quite often	2
29668	1374	results sometimes bracing	3
29670	1374	sometimes bracing	3
29671	1374	sometimes	2
29672	1374	bracing	3
29673	1374	sometimes baffling quite often	2
29675	1374	sometimes baffling	2
29676	1374	quite often	2
29678	1374	unexpected ways touching	3
29680	1374	unexpected ways	2
29683	1375	little elaborate conceit setting blood-soaked tragedy murderous ambition era richard nixon	1
29685	1375	elaborate conceit setting blood-soaked tragedy murderous ambition era richard nixon	1
29686	1375	elaborate	2
29687	1375	conceit setting blood-soaked tragedy murderous ambition era richard nixon	1
29689	1375	conceit	1
29691	1375	setting blood-soaked tragedy murderous ambition era richard nixon	2
29692	1375	setting blood-soaked tragedy murderous ambition	2
29693	1375	blood-soaked tragedy murderous ambition	2
29695	1375	blood-soaked tragedy	2
29696	1375	blood-soaked	2
29698	1375	murderous ambition	3
29699	1375	murderous	1
29701	1375	era richard nixon	3
29702	1375	era	2
29704	1375	richard nixon	2
29705	1375	nixon	2
29707	1376	go girls right reality drain	2
29708	1376	go	2
29709	1376	girls right reality drain	1
29710	1376	girls	2
29711	1376	right reality drain	1
29714	1376	reality drain	1
29715	1376	drain	1
29716	1377	power shanghai ghetto documentary dana janklowicz-mann amir mann rests voices men women lived	3
29718	1377	power shanghai ghetto documentary dana janklowicz-mann amir mann	2
29720	1377	power shanghai ghetto	3
29722	1377	shanghai ghetto	2
29723	1377	ghetto	1
29724	1377	documentary dana janklowicz-mann amir mann	2
29726	1377	dana janklowicz-mann amir mann	2
29728	1377	dana janklowicz-mann	2
29729	1377	janklowicz-mann	2
29730	1377	amir mann	2
29731	1377	amir	2
29732	1377	mann	2
29734	1377	rests voices men women lived	2
29735	1377	rests voices men women	2
29736	1377	rests	2
29740	1377	voices men women	2
29742	1377	voices	2
29744	1377	men women	2
29745	1377	men	2
29753	1377	lived	2
29758	1378	funny touching	3
29761	1379	nothing redeeming movie	0
29762	1379	nothing	2
29763	1379	redeeming movie	2
29764	1379	redeeming	2
29765	1380	's spectacular performance - ahem hope 's acting	3
29767	1380	's spectacular performance - ahem	3
29769	1380	spectacular performance - ahem	4
29770	1380	performance - ahem	1
29771	1380	- ahem	2
29772	1380	ahem	2
29776	1380	hope 's acting	2
29778	1380	's acting	2
29779	1380	's	2
29780	1381	waterlogged script plumbs uncharted depths stupidity incoherence sub-sophomoric sexual banter	0
29782	1381	waterlogged script	1
29783	1381	waterlogged	2
29785	1381	plumbs uncharted depths stupidity incoherence sub-sophomoric sexual banter	0
29786	1381	plumbs	2
29787	1381	uncharted depths stupidity incoherence sub-sophomoric sexual banter	0
29788	1381	uncharted depths	4
29789	1381	uncharted	2
29790	1381	depths	2
29792	1381	stupidity incoherence sub-sophomoric sexual banter	1
29793	1381	stupidity incoherence sub-sophomoric	0
29794	1381	stupidity	1
29796	1381	incoherence sub-sophomoric	1
29797	1381	incoherence	1
29798	1381	sub-sophomoric	1
29799	1381	sexual banter	2
29802	1382	concentrates far much awkward interplay utter lack chemistry chan hewitt	1
29803	1382	concentrates far much	1
29804	1382	concentrates	2
29806	1382	awkward interplay utter lack chemistry chan hewitt	1
29808	1382	awkward interplay utter lack	1
29809	1382	interplay utter lack	1
29810	1382	interplay	2
29812	1382	utter lack	1
29813	1382	utter	2
29815	1382	chemistry chan hewitt	2
29817	1382	chan hewitt	2
29818	1382	chan	2
29819	1382	hewitt	2
29820	1383	stirring tribute bravery dedication world 's reporters willingly walk nightmare war record events posterity help us clearly see world making	4
29821	1383	stirring tribute bravery dedication world 's reporters willingly walk nightmare war record events posterity help us	3
29823	1383	stirring tribute	3
29824	1383	tribute	3
29826	1383	bravery dedication world 's reporters willingly walk nightmare war record events posterity help us	2
29827	1383	bravery dedication world 's reporters	2
29829	1383	bravery dedication	3
29831	1383	bravery	3
29833	1383	world 's reporters	2
29835	1383	world 's	2
29836	1383	reporters	2
29838	1383	willingly walk nightmare war record events posterity help us	2
29839	1383	willingly	2
29840	1383	walk nightmare war record events posterity help us	2
29841	1383	walk nightmare war	2
29843	1383	nightmare war	1
29844	1383	nightmare	1
29846	1383	record events posterity help us	2
29851	1383	record events posterity	2
29852	1383	record events	2
29853	1383	events	2
29855	1383	posterity	2
29857	1383	help us	2
29858	1383	clearly see world making	3
29860	1383	see world making	2
29861	1383	world making	2
29863	1383	making	2
29864	1384	lot like imaginary sport projects onto screen loud violent mindless	1
29866	1384	like imaginary sport projects onto screen loud violent mindless	0
29867	1384	imaginary sport projects onto screen loud violent mindless	1
29869	1384	imaginary sport	2
29870	1384	imaginary	3
29872	1384	projects onto screen loud violent mindless	1
29873	1384	onto screen loud violent mindless	1
29874	1384	screen loud violent mindless	1
29875	1384	screen	2
29876	1384	loud violent mindless	1
29878	1384	violent mindless	0
29879	1384	violent	1
29880	1385	like extreme action-packed film hint humor triple marks spot	3
29883	1385	like extreme action-packed film hint humor	3
29884	1385	like extreme action-packed film	3
29886	1385	extreme action-packed film	3
29887	1385	action-packed film	3
29889	1385	hint humor	3
29891	1385	hint	3
29894	1385	triple marks spot	3
29896	1385	marks spot	2
29897	1385	spot	2
29898	1386	simplicity way home equals side aesop	2
29899	1386	simplicity way home	2
29901	1386	simplicity	2
29904	1386	way home	2
29907	1386	equals side aesop	2
29908	1386	side aesop	2
29909	1386	side	2
29911	1386	aesop	2
29912	1387	reason see movie case masochism hour half blow	1
29913	1387	reason see movie	2
29916	1387	see movie	4
29921	1387	case masochism hour half blow	0
29923	1387	case masochism hour half	1
29925	1387	case masochism	2
29927	1387	masochism	1
29928	1387	hour half	2
29930	1387	blow	2
29931	1388	film saved n't - kids-cute sentimentality warmth n't faked stately sense composition	3
29932	1388	film saved	2
29934	1388	saved	3
29936	1388	n't - kids-cute sentimentality warmth n't faked stately sense composition	3
29937	1388	- kids-cute sentimentality warmth n't faked stately sense composition	2
29939	1388	- kids-cute sentimentality warmth n't faked	3
29940	1388	kids-cute sentimentality warmth n't faked	3
29941	1388	kids-cute sentimentality	3
29942	1388	kids-cute	3
29944	1388	warmth n't faked	3
29945	1388	warmth	3
29947	1388	n't faked	2
29948	1388	faked	1
29949	1388	stately sense composition	3
29951	1388	stately sense	3
29952	1388	stately	2
29954	1388	composition	2
29955	1389	pieces film buzz whir little actually clicks	1
29956	1389	pieces film buzz whir little	2
29958	1389	pieces	2
29961	1389	film buzz whir little	2
29964	1389	film buzz whir	3
29965	1389	buzz whir	2
29967	1389	buzz	2
29968	1389	whir	2
29969	1389	actually clicks	3
29971	1389	clicks	2
29972	1390	like good romance son bride proves 's never late learn	3
29973	1390	like good romance	3
29975	1390	good romance	4
29977	1390	son bride proves 's never late learn	3
29978	1390	son bride	2
29981	1390	proves 's never late learn	3
29983	1390	's never late learn	3
29984	1390	's never late	2
29985	1390	's never	2
29986	1390	late	1
29987	1390	learn	2
29989	1391	one funniest motion pictures year also one curiously depressing	4
29992	1391	one funniest motion pictures year	4
29993	1391	one funniest motion	3
29996	1391	funniest motion	3
29997	1391	pictures year	2
29999	1391	also one curiously depressing	1
30000	1391	one curiously depressing	1
30004	1391	curiously depressing	1
30007	1392	film 's flawed brilliant equal measure	3
30009	1392	's flawed brilliant equal measure	2
30010	1392	's flawed brilliant	3
30011	1392	flawed brilliant	4
30012	1392	flawed	1
30014	1392	equal measure	2
30015	1392	measure	2
30018	1393	imponderably stilted self-consciously arty movie	1
30019	1393	imponderably stilted self-consciously arty	1
30021	1393	imponderably stilted	1
30022	1393	imponderably	2
30023	1393	self-consciously arty	1
30024	1393	self-consciously	1
30027	1394	story like ravel 's bolero builds crescendo encompasses many paths started	3
30029	1394	like ravel 's bolero builds crescendo encompasses many paths started	2
30030	1394	like ravel 's bolero	3
30031	1394	ravel 's bolero	2
30032	1394	ravel 's	2
30033	1394	ravel	2
30034	1394	bolero	2
30036	1394	builds crescendo encompasses many paths started	3
30037	1394	builds	2
30039	1394	crescendo encompasses many paths started	3
30041	1394	crescendo	2
30043	1394	encompasses many paths started	2
30044	1394	encompasses many paths	3
30045	1394	encompasses	2
30046	1394	many paths	2
30048	1394	paths	2
30051	1394	started	2
30052	1395	thing virtually unwatchable	0
30055	1395	virtually unwatchable	0
30056	1395	unwatchable	0
30057	1396	movie best work us second helpings love romance tragedy false dawns real dawns comic relief two separate crises marriage ceremonies lush scenery cotswolds	3
30059	1396	best work us second helpings love romance tragedy false dawns real dawns comic relief two separate crises marriage ceremonies lush scenery cotswolds	3
30060	1396	best	3
30062	1396	work us second helpings love romance tragedy false dawns real dawns comic relief two separate crises marriage ceremonies lush scenery cotswolds	3
30065	1396	work us	2
30067	1396	second helpings love romance tragedy false dawns real dawns comic relief two separate crises marriage ceremonies lush scenery cotswolds	3
30070	1396	second helpings love romance tragedy false dawns real dawns comic relief two separate crises marriage ceremonies	2
30072	1396	second helpings love romance tragedy false dawns real dawns comic relief	3
30073	1396	second helpings	3
30074	1396	helpings	2
30076	1396	love romance tragedy false dawns real dawns comic relief	2
30078	1396	romance tragedy false dawns real dawns comic relief	2
30080	1396	tragedy false dawns real dawns comic relief	2
30082	1396	false dawns real dawns comic relief	2
30083	1396	dawns real dawns comic relief	3
30084	1396	dawns	2
30086	1396	real dawns comic relief	3
30087	1396	dawns comic relief	3
30089	1396	comic relief	3
30090	1396	two separate crises marriage ceremonies	2
30091	1396	two separate crises	2
30092	1396	separate crises	2
30093	1396	crises	2
30095	1396	marriage ceremonies	2
30096	1396	ceremonies	2
30097	1396	lush scenery cotswolds	2
30099	1396	lush scenery	3
30100	1396	scenery	2
30103	1396	cotswolds	2
30104	1397	concept idea thrill ride	4
30106	1397	concept	2
30109	1397	idea thrill ride	4
30110	1397	idea	3
30113	1397	thrill ride	3
30115	1397	thrill	3
30118	1398	thanks presence king ' also rocks	3
30119	1398	thanks presence king	3
30120	1398	thanks presence	3
30122	1398	presence	2
30124	1398	king	2
30126	1398	' also rocks	3
30129	1398	also rocks	3
30130	1398	rocks	2
30133	1399	n't feel least bit ashamed admitting enjoyment came expense seeing justice served even 's dish 's best served cold	3
30134	1399	feel least bit ashamed admitting enjoyment came expense seeing justice served even 's dish 's best served cold	3
30135	1399	least bit ashamed admitting enjoyment came expense seeing justice served even 's dish 's best served cold	4
30137	1399	least bit	2
30138	1399	ashamed admitting enjoyment came expense seeing justice served even 's dish 's best served cold	3
30139	1399	ashamed	2
30141	1399	admitting enjoyment came expense seeing justice served even 's dish 's best served cold	3
30142	1399	admitting	2
30144	1399	enjoyment came expense seeing justice served even 's dish 's best served cold	3
30145	1399	enjoyment	3
30146	1399	came expense seeing justice served even 's dish 's best served cold	2
30148	1399	came expense seeing justice served	2
30150	1399	expense seeing justice served	2
30152	1399	seeing justice served	3
30153	1399	justice served	2
30154	1399	even 's dish 's best served cold	3
30157	1399	's dish 's best served cold	2
30158	1399	dish 's best served cold	2
30160	1399	dish	2
30162	1399	's best served cold	3
30163	1399	's best	3
30164	1399	served cold	2
30166	1400	everybody loves david goliath story one told almost entirely david 's point view	3
30169	1400	everybody loves david goliath story	4
30170	1400	loves david goliath story	3
30172	1400	david goliath story	2
30173	1400	david	3
30174	1400	goliath story	2
30175	1400	goliath	2
30176	1400	one told almost entirely david 's point view	2
30178	1400	told almost entirely david 's point view	2
30179	1400	told almost entirely	2
30180	1400	almost entirely	2
30182	1400	david 's point view	2
30183	1400	david 's point	2
30184	1400	david 's	2
30185	1401	performances strong though subject matter demands acting borders hammy times	3
30187	1401	strong though subject matter demands acting borders hammy times	3
30189	1401	strong	3
30190	1401	though subject matter demands acting borders hammy times	2
30191	1401	subject matter demands acting borders hammy times	2
30192	1401	demands acting borders hammy times	2
30193	1401	demands	2
30194	1401	acting borders hammy times	2
30195	1401	acting borders	2
30197	1401	borders	2
30199	1401	hammy times	2
30200	1401	hammy	2
30201	1402	inexperienced director mehta much learn	1
30202	1402	inexperienced director mehta	2
30205	1402	inexperienced director	2
30206	1402	mehta	2
30208	1402	much learn	1
30209	1402	much	2
30210	1403	ryosuke created wry winning languidly paced meditation meaning value family	2
30211	1403	ryosuke	2
30214	1403	created wry winning languidly paced meditation meaning value family	3
30215	1403	created wry winning languidly paced meditation	2
30217	1403	wry winning languidly paced meditation	3
30218	1403	wry winning languidly paced	2
30220	1403	winning languidly paced	2
30223	1403	languidly paced	2
30224	1403	languidly	2
30226	1403	paced	2
30228	1403	meaning value family	3
30230	1403	meaning value	3
30231	1403	family	2
30234	1404	caffeinated sloppy brilliance sparkling ideas wish developed care animated energy puts dutiful efforts disciplined grade-grubbers shame	2
30238	1404	caffeinated sloppy brilliance sparkling ideas wish developed care	2
30241	1404	caffeinated sloppy brilliance	3
30242	1404	caffeinated sloppy	0
30243	1404	caffeinated	2
30244	1404	brilliance	3
30245	1404	sparkling ideas wish developed care	3
30246	1404	sparkling ideas	3
30247	1404	ideas	2
30249	1404	wish developed care	1
30252	1404	developed care	3
30254	1404	care	2
30255	1404	animated energy puts dutiful efforts disciplined grade-grubbers shame	3
30256	1404	animated energy puts dutiful efforts disciplined grade-grubbers	3
30258	1404	energy puts dutiful efforts disciplined grade-grubbers	3
30259	1404	energy	2
30261	1404	puts dutiful efforts disciplined grade-grubbers	3
30262	1404	dutiful efforts disciplined grade-grubbers	2
30264	1404	dutiful efforts	2
30265	1404	dutiful	2
30267	1404	disciplined grade-grubbers	1
30269	1404	disciplined	2
30270	1404	grade-grubbers	1
30272	1404	shame	1
30275	1405	's smart	1
30276	1405	's	2
30277	1405	smart	4
30280	1406	wears heart sleeve gaudy hawaiian shirt	3
30281	1406	wears heart	3
30283	1406	sleeve gaudy hawaiian shirt	2
30284	1406	sleeve	2
30287	1406	gaudy hawaiian shirt	1
30288	1406	gaudy	2
30289	1406	hawaiian shirt	3
30290	1406	shirt	2
30291	1407	like skillful fisher director uses last act reel audience since poignancy hooks us completely	4
30292	1407	like skillful fisher	3
30294	1407	skillful fisher	3
30295	1407	fisher	2
30297	1407	director uses last act reel audience since poignancy hooks us completely	3
30299	1407	uses last act reel audience since poignancy hooks us completely	3
30300	1407	uses last act reel audience	3
30301	1407	uses last act	2
30303	1407	last act	2
30305	1407	reel audience	3
30306	1407	audience	2
30307	1407	since poignancy hooks us completely	4
30308	1407	poignancy hooks us completely	4
30310	1407	poignancy	1
30311	1407	hooks us completely	3
30312	1407	hooks us	3
30313	1407	hooks	2
30314	1408	wild ride eight boarders venice beach deserved co-winner audience award documentaries sundance film festival	4
30315	1408	wild ride eight	2
30317	1408	wild ride	3
30318	1408	eight	2
30320	1408	boarders venice beach deserved co-winner audience award documentaries sundance film festival	4
30321	1408	boarders	2
30323	1408	venice beach deserved co-winner audience award documentaries sundance film festival	4
30324	1408	venice beach	2
30327	1408	deserved co-winner audience award documentaries sundance film festival	4
30329	1408	deserved co-winner	3
30330	1408	deserved	2
30331	1408	co-winner	3
30333	1408	audience award documentaries sundance film festival	3
30335	1408	audience award	3
30336	1408	award	2
30338	1408	documentaries sundance film festival	2
30339	1408	sundance film festival	2
30341	1409	film n't really believe breaks mood absurdly inappropriate comedy ' scenes	0
30343	1409	film	2
30345	1409	n't really believe breaks mood absurdly inappropriate comedy ' scenes	1
30348	1409	n't really believe	1
30349	1409	n't really	2
30350	1409	believe	2
30351	1409	breaks mood absurdly inappropriate comedy ' scenes	1
30352	1409	breaks mood	2
30354	1409	absurdly inappropriate comedy ' scenes	0
30355	1409	absurdly inappropriate	2
30356	1409	absurdly	2
30357	1409	inappropriate	1
30359	1409	comedy ' scenes	2
30360	1409	' scenes	2
30361	1410	birot creates drama well-defined sense place age years old torments angst become almost operatic us characters	3
30362	1410	birot	2
30364	1410	creates drama well-defined sense place age years old torments angst become almost operatic us characters	3
30366	1410	creates drama well-defined sense place age years old	2
30367	1410	creates drama	2
30368	1410	drama	2
30370	1410	well-defined sense place age years old	2
30373	1410	well-defined sense	3
30374	1410	well-defined	3
30376	1410	place age years old	2
30380	1410	place age	2
30381	1410	place	2
30383	1410	years old	3
30384	1410	years	2
30387	1410	torments angst become almost operatic us characters	2
30389	1410	torments angst	1
30391	1410	torments	1
30392	1410	angst	2
30393	1410	become almost operatic us characters	1
30394	1410	become almost operatic us	1
30395	1410	become almost operatic	2
30396	1410	almost operatic	2
30398	1410	operatic	3
30399	1410	us	2
30404	1410	characters	2
30405	1411	toward end sum fears morphs mundane '70s disaster flick	1
30406	1411	end sum fears morphs mundane '70s disaster flick	0
30407	1411	end sum fears	2
30409	1411	end sum	2
30411	1411	morphs mundane '70s disaster flick	0
30412	1411	morphs	2
30415	1411	mundane '70s disaster flick	1
30416	1411	mundane '70s	0
30417	1411	mundane	1
30418	1411	disaster flick	1
30419	1412	outing shows lot stamina vitality get madonna 's cameo n't suck	3
30420	1412	outing shows lot stamina vitality get	3
30422	1412	outing	2
30424	1412	shows lot stamina vitality get	2
30427	1412	shows lot stamina vitality	3
30428	1412	shows	2
30429	1412	lot stamina vitality	3
30431	1412	stamina vitality	3
30433	1412	stamina	2
30434	1412	vitality	2
30435	1412	get	2
30437	1412	madonna 's cameo n't suck	3
30438	1412	madonna 's cameo	2
30439	1412	madonna 's	1
30440	1412	cameo	2
30442	1412	n't suck	2
30443	1413	production design score choreography simply intoxicating	4
30445	1413	production design score choreography	2
30446	1413	design score choreography	2
30448	1413	score choreography	2
30449	1413	score	2
30450	1413	choreography	2
30452	1413	simply intoxicating	3
30453	1414	almost first two-thirds martin scorsese 's 168-minute gangs new york entranced	3
30455	1414	almost first two-thirds martin scorsese 's 168-minute gangs new york	2
30456	1414	almost first two-thirds martin scorsese 's 168-minute gangs	2
30457	1414	almost first two-thirds	2
30459	1414	first two-thirds	2
30460	1414	two-thirds	2
30462	1414	martin scorsese 's 168-minute gangs	2
30463	1414	martin scorsese 's	2
30464	1414	scorsese 's	2
30465	1414	scorsese	2
30466	1414	168-minute gangs	2
30467	1414	168-minute	2
30469	1414	new york	2
30474	1414	entranced	2
30475	1415	brutally dry satire middle american numbness	1
30476	1415	brutally dry satire middle american	2
30478	1415	brutally dry satire	1
30479	1415	brutally dry	1
30480	1415	brutally	2
30482	1415	middle american	2
30484	1415	numbness	1
30485	1416	perfectly acceptable perfectly bland competently acted means scary horror movie	2
30487	1416	perfectly acceptable perfectly bland competently	2
30489	1416	perfectly acceptable perfectly bland	2
30491	1416	perfectly acceptable	3
30492	1416	perfectly bland	0
30493	1416	competently	3
30495	1416	acted means scary horror movie	2
30496	1416	acted	2
30498	1416	means scary horror movie	1
30499	1416	scary horror movie	3
30500	1417	tasteful little revision works wonders enhancing cultural economic subtext bringing richer meaning story 's morals	3
30502	1417	tasteful little revision works	3
